Season,Player,Position,Age,Team,Games_Played,Games_Started,Minutes_Played,Field_Goals_Made,Field_Goals_Attempted,Field_Goal_%,3_Pointers_Made,3_Pointers_Attempted,3_Point_%,2_Pointers,2_Pointers_Attempted,2_Point_%,effective_Field_Goal_%,Free_Throws,Free_Throws_Attempted,Free_Throw_%,Offensive_Rebounds,Defensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,Points
2015,J.R. Smith,Shooting Guard,29,New York,24,6,25.8,4.2,10.5,0.402,1.3,3.8,0.35600000000000004,2.9,6.7,0.429,0.466,1.1,1.6,0.6920000000000001,0.2,2.3,2.4,3.4,0.8,0.2,1.9,1.8,10.9
2015,J.R. Smith,Shooting Guard,29,Cleveland,46,45,31.8,4.7,11.0,0.425,2.8,7.3,0.39,1.8,3.7,0.494,0.555,0.6,0.7,0.818,0.6,2.9,3.5,2.5,1.4,0.4,1.1,2.6,12.7
2015,Jason Smith,Center,28,New York,82,31,21.8,3.1,7.2,0.434,0.2,0.5,0.35700000000000004,3.0,6.7,0.44,0.447,1.5,1.9,0.83,1.2,2.8,4.0,1.7,0.4,0.5,1.3,2.5,8.0
2015,Josh Smith,Power Forward,29,Detroit,28,28,32.0,5.5,14.0,0.391,0.3,1.3,0.243,5.1,12.6,0.40700000000000003,0.40299999999999997,1.9,4.0,0.46799999999999997,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,13.1
2015,Josh Smith,Power Forward,29,Houston,55,7,25.5,4.7,10.8,0.43799999999999994,1.1,3.5,0.33,3.6,7.4,0.489,0.491,1.4,2.6,0.521,1.8,4.1,6.0,2.6,0.9,1.2,2.4,2.7,12.0
2015,Russ Smith,Point Guard,23,New Orleans,6,0,4.8,0.3,1.7,0.2,0.2,1.0,0.16699999999999998,0.2,0.7,0.25,0.25,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.2,1.0,0.8
2015,Russ Smith,Point Guard,23,Memphis,6,0,6.0,1.0,2.5,0.4,0.2,0.8,0.2,0.8,1.7,0.5,0.433,2.0,2.2,0.9229999999999999,0.2,0.3,0.5,1.0,0.5,0.0,0.8,1.2,4.2
2015,Tony Snell,Small Forward,23,Chicago,72,22,19.6,2.2,5.2,0.429,1.0,2.7,0.371,1.2,2.4,0.494,0.527,0.6,0.8,0.8,0.4,2.0,2.4,0.9,0.4,0.2,0.7,1.2,6.0
2015,Marreese Speights,Center,27,Golden State,76,9,15.9,4.2,8.5,0.49200000000000005,0.1,0.2,0.278,4.1,8.3,0.498,0.496,2.0,2.3,0.843,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5,10.4
2015,Tiago Splitter,Center,30,San Antonio,52,35,19.8,3.3,5.8,0.5579999999999999,0.0,0.0,,3.3,5.8,0.5579999999999999,0.5579999999999999,1.7,2.3,0.75,1.8,3.1,4.8,1.5,0.7,0.7,1.2,2.0,8.2
2015,Nik Stauskas,Shooting Guard,21,Sacramento,73,1,15.4,1.5,4.1,0.365,0.7,2.0,0.322,0.8,2.0,0.408,0.446,0.8,0.9,0.8590000000000001,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4
2015,Lance Stephenson,Shooting Guard,24,Charlotte,61,25,25.8,3.4,9.0,0.376,0.3,1.7,0.171,3.1,7.3,0.425,0.39299999999999996,1.1,1.8,0.627,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2
2015,Greg Stiemsma,Center,29,Toronto,17,0,3.9,0.4,0.5,0.75,0.0,0.0,,0.4,0.5,0.75,0.75,0.1,0.2,0.5,0.5,0.4,0.9,0.2,0.1,0.0,0.4,0.9,0.8
2015,David Stockton,Point Guard,23,Sacramento,3,0,11.0,0.7,2.0,0.33299999999999996,0.3,0.7,0.5,0.3,1.3,0.25,0.41700000000000004,1.0,2.0,0.5,0.0,0.7,0.7,3.0,0.7,0.0,1.3,0.3,2.7
2015,Jarnell Stokes,Power Forward,21,Memphis,19,2,6.6,1.1,1.9,0.568,0.0,0.0,,1.1,1.9,0.568,0.568,0.8,1.5,0.536,0.8,0.9,1.8,0.2,0.3,0.3,0.4,1.3,3.0
2015,Amar'e Stoudemire,Power Forward,32,New York,36,14,24.0,4.7,8.6,0.5429999999999999,0.0,0.1,0.0,4.7,8.6,0.5489999999999999,0.5429999999999999,2.6,3.5,0.74,2.3,4.5,6.8,1.0,0.6,0.9,1.8,3.1,12.0
2015,Amar'e Stoudemire,Power Forward,32,Dallas,23,1,16.5,4.5,7.8,0.581,0.0,0.0,0.0,4.5,7.7,0.584,0.581,1.7,2.6,0.6779999999999999,1.2,2.5,3.7,0.3,0.4,0.2,0.7,2.2,10.8
2015,Rodney Stuckey,Point Guard,28,Indiana,71,36,26.4,4.7,10.6,0.44,0.8,2.0,0.39,3.9,8.6,0.452,0.47700000000000004,2.5,3.0,0.8190000000000001,0.5,3.0,3.5,3.1,0.8,0.1,1.7,1.8,12.6
2015,Jared Sullinger,Power Forward,22,Boston,58,49,27.0,5.4,12.2,0.439,0.9,3.2,0.28300000000000003,4.5,9.0,0.494,0.47600000000000003,1.7,2.2,0.7440000000000001,2.5,5.1,7.6,2.3,0.8,0.7,1.3,2.6,13.3
2015,Jeffery Taylor,Small Forward,25,Charlotte,29,13,14.8,1.6,3.9,0.395,0.4,1.2,0.306,1.2,2.7,0.436,0.44299999999999995,0.9,1.4,0.634,0.5,1.3,1.8,0.8,0.4,0.0,0.7,1.2,4.4
2015,Jeff Teague,Point Guard,26,Atlanta,73,72,30.5,5.6,12.2,0.46,1.0,2.8,0.34299999999999997,4.6,9.3,0.496,0.5,3.8,4.4,0.862,0.4,2.1,2.5,7.0,1.7,0.4,2.8,1.9,15.9
2015,Mirza Teletovic,Power Forward,29,Brooklyn,40,4,22.3,3.1,8.0,0.382,1.6,4.8,0.321,1.5,3.2,0.47600000000000003,0.48,0.8,1.2,0.7170000000000001,0.7,4.2,4.9,1.2,0.4,0.4,1.3,1.9,8.5
2015,Sebastian Telfair,Point Guard,29,Oklahoma City,16,1,20.4,2.9,7.8,0.368,1.1,3.8,0.3,1.8,4.1,0.431,0.44,1.5,2.1,0.706,0.1,1.8,1.9,2.8,0.6,0.0,1.1,1.8,8.4
2015,Garrett Temple,Shooting Guard,28,Washington,52,18,14.1,1.3,3.3,0.4,0.6,1.7,0.375,0.7,1.6,0.42700000000000005,0.49700000000000005,0.7,0.9,0.7290000000000001,0.5,1.3,1.7,1.1,0.8,0.2,0.7,1.5,3.9
2015,Jason Terry,Shooting Guard,37,Houston,77,18,21.3,2.4,5.8,0.42200000000000004,1.6,4.2,0.39,0.8,1.6,0.504,0.563,0.5,0.6,0.813,0.2,1.4,1.6,1.9,0.9,0.2,1.0,1.5,7.0
2015,Isaiah Thomas,Point Guard,25,Phoenix,46,1,25.7,4.7,11.1,0.426,1.8,4.5,0.391,3.0,6.6,0.449,0.505,4.0,4.6,0.872,0.6,1.8,2.4,3.7,1.0,0.1,1.9,2.3,15.2
2015,Isaiah Thomas,Point Guard,25,Boston,21,0,26.0,5.6,13.6,0.41100000000000003,2.3,6.6,0.345,3.3,7.0,0.473,0.495,5.6,6.5,0.861,0.3,1.8,2.1,5.4,0.6,0.0,2.6,2.1,19.0
2015,Lance Thomas,Small Forward,26,Oklahoma City,22,13,20.5,2.0,5.7,0.35700000000000004,0.0,0.0,0.0,2.0,5.7,0.36,0.35700000000000004,1.0,1.5,0.6970000000000001,1.3,2.1,3.4,0.9,0.5,0.0,0.8,1.7,5.1
2015,Lance Thomas,Power Forward,26,New York,40,24,26.0,3.4,7.9,0.434,0.2,0.5,0.33299999999999996,3.3,7.4,0.441,0.445,1.2,1.7,0.742,0.9,2.1,3.0,1.2,0.7,0.2,1.4,1.6,8.3
2015,Malcolm Thomas,Power Forward,26,Philadelphia,17,0,11.4,1.1,2.4,0.45,0.0,0.4,0.0,1.1,1.9,0.545,0.45,0.5,0.8,0.6920000000000001,0.9,2.4,3.3,0.4,0.2,0.1,0.8,1.0,2.6
2015,Tyrus Thomas,Power Forward,28,Memphis,2,0,3.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0
2015,Hollis Thompson,Shooting Guard,23,Philadelphia,71,23,25.0,3.2,7.6,0.413,1.6,4.0,0.401,1.5,3.6,0.426,0.518,0.9,1.3,0.708,0.7,2.0,2.8,1.2,0.8,0.4,0.9,2.0,8.8
2015,Jason Thompson,Power Forward,28,Sacramento,81,63,24.6,2.5,5.3,0.47,0.0,0.0,0.0,2.5,5.3,0.47100000000000003,0.47,1.1,1.8,0.622,1.7,4.8,6.5,1.0,0.4,0.7,1.0,3.0,6.1
2015,Klay Thompson,Shooting Guard,24,Golden State,77,77,31.9,7.8,16.9,0.46299999999999997,3.1,7.1,0.439,4.7,9.8,0.48100000000000004,0.555,2.9,3.3,0.879,0.4,2.9,3.2,2.9,1.1,0.8,1.9,1.6,21.7
2015,Tristan Thompson,Power Forward,23,Cleveland,82,15,26.8,3.3,6.0,0.547,0.0,0.0,,3.3,6.0,0.547,0.547,1.9,3.0,0.6409999999999999,3.3,4.7,8.0,0.5,0.4,0.7,1.0,2.3,8.5
2015,Marcus Thornton,Shooting Guard,27,Boston,39,0,16.4,3.3,7.8,0.41600000000000004,1.3,3.2,0.419,1.9,4.6,0.414,0.502,1.1,1.3,0.8240000000000001,0.5,1.4,1.9,0.9,0.5,0.2,0.6,0.9,8.9
2015,Marcus Thornton,Shooting Guard,27,Phoenix,9,0,9.0,1.4,4.4,0.325,0.2,2.1,0.105,1.2,2.3,0.524,0.35,0.4,0.6,0.8,0.4,1.0,1.4,0.2,0.7,0.0,0.6,0.3,3.6
2015,Anthony Tolliver,Power Forward,29,Phoenix,24,0,11.3,1.1,3.1,0.35100000000000003,1.0,2.6,0.387,0.1,0.5,0.16699999999999998,0.514,0.2,0.3,0.667,0.3,1.6,1.8,0.4,0.2,0.0,0.5,0.8,3.3
2015,Anthony Tolliver,Power Forward,29,Detroit,52,11,22.3,2.6,6.1,0.423,1.6,4.4,0.36,1.0,1.8,0.5820000000000001,0.552,1.0,1.2,0.794,0.9,2.8,3.7,0.9,0.4,0.3,0.8,2.3,7.7
2015,P.J. Tucker,Small Forward,29,Phoenix,78,63,30.6,3.3,7.6,0.43799999999999994,1.1,3.2,0.345,2.2,4.4,0.506,0.511,1.3,1.8,0.727,1.5,5.0,6.4,1.6,1.4,0.3,1.2,2.3,9.1
2015,Ronny Turiaf,Center,32,Minnesota,2,0,9.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
2015,Hedo Turkoglu,Small Forward,35,Los Angeles Clippers,62,2,11.4,1.3,3.0,0.441,1.0,2.2,0.43200000000000005,0.4,0.8,0.469,0.601,0.1,0.2,0.545,0.1,1.5,1.6,0.6,0.3,0.1,0.5,1.1,3.7
2015,Evan Turner,Shooting Guard,26,Boston,82,57,27.6,3.9,9.1,0.429,0.4,1.5,0.27699999999999997,3.5,7.6,0.45799999999999996,0.451,1.3,1.7,0.752,0.5,4.6,5.1,5.5,1.0,0.2,2.4,2.2,9.5
2015,Ekpe Udoh,Power Forward,27,Los Angeles Clippers,33,0,3.9,0.3,0.7,0.45799999999999996,0.0,0.0,,0.3,0.7,0.45799999999999996,0.45799999999999996,0.2,0.3,0.778,0.2,0.6,0.8,0.2,0.2,0.2,0.2,0.6,0.9
2015,Beno Udrih,Point Guard,32,Memphis,79,12,18.9,3.1,6.4,0.48700000000000004,0.3,1.2,0.268,2.8,5.2,0.539,0.513,1.1,1.3,0.853,0.3,1.6,1.8,2.8,0.6,0.1,1.1,1.1,7.7
2015,Jonas Valanciunas,Center,22,Toronto,80,80,26.2,4.7,8.2,0.5720000000000001,0.0,0.0,0.0,4.7,8.1,0.573,0.5720000000000001,2.7,3.5,0.7859999999999999,2.7,6.0,8.7,0.5,0.4,1.2,1.4,2.8,12.0
2015,Anderson Varejao,Center,32,Cleveland,26,26,24.5,4.3,7.7,0.555,0.0,0.1,0.0,4.3,7.6,0.561,0.555,1.3,1.7,0.733,2.2,4.3,6.5,1.3,0.7,0.6,1.3,2.2,9.8
2015,Greivis Vasquez,Point Guard,28,Toronto,82,29,24.3,3.6,8.8,0.408,1.6,4.3,0.379,2.0,4.6,0.436,0.5,0.6,0.8,0.758,0.3,2.4,2.6,3.7,0.6,0.1,1.5,2.2,9.5
2015,Charlie Villanueva,Power Forward,30,Dallas,64,1,10.6,2.3,5.7,0.414,1.3,3.5,0.376,1.0,2.2,0.475,0.529,0.3,0.5,0.5710000000000001,0.5,1.9,2.3,0.3,0.2,0.3,0.4,1.0,6.3
2015,Noah Vonleh,Power Forward,19,Charlotte,25,0,10.4,1.2,3.0,0.395,0.2,0.5,0.385,1.0,2.5,0.397,0.428,0.7,1.0,0.6920000000000001,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0.8,3.3
2015,Nikola Vucevic,Center,24,Orlando,74,74,34.2,8.5,16.3,0.523,0.0,0.1,0.33299999999999996,8.5,16.2,0.524,0.524,2.2,2.9,0.752,3.2,7.7,10.9,2.0,0.7,0.7,2.0,3.0,19.3
2015,Dwyane Wade,Shooting Guard,33,Miami,62,62,31.8,8.2,17.5,0.47,0.5,1.6,0.284,7.7,15.8,0.489,0.483,4.6,6.0,0.768,0.9,2.6,3.5,4.8,1.2,0.3,3.4,1.7,21.5
2015,Dion Waiters,Shooting Guard,23,Cleveland,33,3,23.8,4.2,10.4,0.40399999999999997,0.7,2.6,0.256,3.5,7.8,0.45299999999999996,0.436,1.4,1.8,0.7829999999999999,0.4,1.4,1.7,2.2,1.3,0.3,1.5,1.8,10.5
2015,Dion Waiters,Shooting Guard,23,Oklahoma City,47,20,30.3,5.0,12.9,0.392,1.1,3.4,0.319,4.0,9.4,0.419,0.435,1.5,2.4,0.625,0.6,2.3,2.9,1.9,1.0,0.2,1.3,2.0,12.7
2015,Henry Walker,Small Forward,27,Miami,24,13,26.2,2.4,7.0,0.345,1.9,5.5,0.341,0.5,1.5,0.361,0.479,0.6,0.8,0.778,0.3,3.1,3.4,1.2,1.0,0.4,1.0,3.2,7.3
2015,Kemba Walker,Point Guard,24,Charlotte,62,58,34.2,6.1,15.8,0.385,1.4,4.5,0.304,4.7,11.3,0.418,0.429,3.8,4.6,0.8270000000000001,0.6,3.0,3.5,5.1,1.4,0.5,1.6,1.5,17.3
2015,John Wall,Point Guard,24,Washington,79,79,35.9,6.6,14.8,0.445,0.8,2.7,0.3,5.7,12.0,0.478,0.473,3.6,4.6,0.785,0.5,4.2,4.6,10.0,1.7,0.6,3.8,2.3,17.6
2015,Gerald Wallace,Small Forward,32,Boston,32,0,8.9,0.4,1.1,0.41200000000000003,0.0,0.1,0.33299999999999996,0.4,1.0,0.419,0.426,0.2,0.5,0.4,0.5,1.3,1.8,0.3,0.5,0.1,0.6,0.6,1.1
2015,T.J. Warren,Small Forward,21,Phoenix,40,1,15.4,2.8,5.4,0.528,0.1,0.5,0.23800000000000002,2.7,4.8,0.56,0.54,0.4,0.5,0.737,1.0,1.1,2.1,0.6,0.5,0.2,0.7,1.3,6.1
2015,C.J. Watson,Point Guard,30,Indiana,57,21,24.9,3.2,7.3,0.434,1.2,3.1,0.4,1.9,4.2,0.45899999999999996,0.518,2.4,2.9,0.826,0.3,2.5,2.9,3.6,1.0,0.2,1.8,1.9,10.0
2015,David Wear,Power Forward,24,Sacramento,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
2015,Travis Wear,Small Forward,24,New York,51,1,13.2,1.6,4.1,0.402,0.2,0.6,0.36700000000000005,1.4,3.5,0.408,0.428,0.4,0.5,0.769,0.6,1.5,2.1,0.8,0.3,0.2,0.7,1.1,3.9
2015,Martell Webster,Small Forward,28,Washington,32,0,11.0,0.8,2.8,0.264,0.3,1.3,0.233,0.4,1.5,0.292,0.319,1.5,2.0,0.75,0.3,1.1,1.4,0.5,0.2,0.0,0.7,0.8,3.3
2015,David West,Power Forward,34,Indiana,66,66,28.7,4.9,10.4,0.47100000000000003,0.1,0.3,0.2,4.8,10.1,0.479,0.474,1.8,2.4,0.7390000000000001,1.6,5.2,6.8,3.4,0.7,0.7,1.8,2.4,11.7
2015,Russell Westbrook,Point Guard,26,Oklahoma City,67,67,34.4,9.4,22.0,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1
2015,Hassan Whiteside,Center,25,Miami,48,32,23.8,5.1,8.1,0.628,0.0,0.0,,5.1,8.1,0.628,0.628,1.6,3.3,0.5,3.0,7.0,10.0,0.1,0.6,2.6,1.2,2.7,11.8
2015,Shayne Whittington,Power Forward,23,Indiana,20,0,5.4,1.0,2.1,0.452,0.1,0.3,0.16699999999999998,0.9,1.8,0.5,0.46399999999999997,0.9,1.2,0.7829999999999999,0.5,1.0,1.5,0.3,0.3,0.1,0.3,0.9,2.9
2015,Andrew Wiggins,Small Forward,19,Minnesota,82,82,36.2,6.1,13.9,0.43700000000000006,0.5,1.5,0.31,5.6,12.3,0.45299999999999996,0.45399999999999996,4.3,5.7,0.76,1.6,2.9,4.6,2.1,1.0,0.6,2.2,2.3,16.9
2015,C.J. Wilcox,Shooting Guard,24,Los Angeles Clippers,21,0,4.8,0.8,1.8,0.42100000000000004,0.3,0.9,0.368,0.4,0.9,0.474,0.513,0.1,0.1,1.0,0.0,0.3,0.3,0.4,0.1,0.0,0.5,0.3,2.0
2015,Deron Williams,Point Guard,30,Brooklyn,68,55,31.1,4.4,11.3,0.387,1.3,3.5,0.36700000000000005,3.1,7.9,0.395,0.44299999999999995,3.0,3.5,0.8340000000000001,0.4,3.1,3.5,6.6,0.9,0.3,2.3,2.3,13.0
2015,Derrick Williams,Power Forward,23,Sacramento,74,6,19.8,2.9,6.6,0.447,0.7,2.1,0.314,2.3,4.4,0.511,0.498,1.8,2.6,0.684,0.6,2.2,2.7,0.7,0.5,0.1,0.8,0.9,8.3
2015,Elliot Williams,Shooting Guard,25,Utah,5,0,8.4,1.2,2.6,0.462,1.0,1.4,0.7140000000000001,0.2,1.2,0.16699999999999998,0.654,0.2,0.4,0.5,0.0,0.6,0.6,0.8,0.4,0.0,0.8,0.2,3.6
2015,Elliot Williams,Shooting Guard,25,New Orleans,8,0,9.6,1.0,3.0,0.33299999999999996,0.4,1.4,0.273,0.6,1.6,0.385,0.396,0.0,0.3,0.0,0.0,0.6,0.6,1.0,0.3,0.0,0.0,1.4,2.4
2015,Lou Williams,Shooting Guard,28,Toronto,80,0,25.2,4.7,11.6,0.40399999999999997,1.9,5.6,0.34,2.8,6.0,0.46399999999999997,0.486,4.3,4.9,0.861,0.3,1.6,1.9,2.1,1.1,0.1,1.3,1.3,15.5
2015,Marvin Williams,Power Forward,28,Charlotte,78,37,26.1,2.7,6.3,0.424,1.2,3.4,0.358,1.5,2.9,0.5,0.52,0.8,1.1,0.713,0.7,4.2,4.9,1.3,0.9,0.5,0.8,1.9,7.4
2015,Mo Williams,Point Guard,32,Minnesota,41,19,28.0,4.4,10.9,0.40299999999999997,1.4,4.1,0.34700000000000003,3.0,6.8,0.43700000000000006,0.469,2.0,2.3,0.851,0.3,2.1,2.4,6.4,0.7,0.2,2.5,2.5,12.2
2015,Mo Williams,Point Guard,32,Charlotte,27,14,30.8,6.0,15.3,0.39,2.2,6.6,0.337,3.7,8.7,0.43,0.462,3.1,3.4,0.892,0.3,2.5,2.8,6.0,0.6,0.2,2.6,2.2,17.2
2015,Reggie Williams,Small Forward,28,San Antonio,20,0,5.3,0.8,2.0,0.385,0.2,1.0,0.158,0.6,1.0,0.6,0.423,0.2,0.2,1.0,0.3,0.6,0.9,0.5,0.1,0.0,0.1,0.6,1.9
2015,Shawne Williams,Small Forward,28,Miami,44,22,21.0,2.3,5.5,0.425,1.4,3.5,0.395,1.0,2.0,0.47700000000000004,0.55,0.6,0.8,0.848,0.6,2.5,3.2,0.8,0.5,0.4,0.5,2.6,6.6
2015,Shawne Williams,Small Forward,28,Detroit,19,0,8.6,1.0,3.2,0.317,0.2,1.4,0.154,0.8,1.8,0.441,0.35,0.4,0.4,1.0,0.5,0.9,1.4,0.4,0.2,0.2,0.4,1.0,2.6
2015,Jeff Withey,Center,24,New Orleans,37,0,7.0,0.9,1.7,0.5,0.0,0.0,,0.9,1.7,0.5,0.5,0.9,1.4,0.68,0.6,1.1,1.7,0.3,0.1,0.5,0.3,0.7,2.6
2015,Nate Wolters,Point Guard,23,Milwaukee,11,0,12.9,1.1,2.8,0.387,0.0,0.5,0.0,1.1,2.4,0.462,0.387,0.1,0.4,0.25,0.2,1.3,1.5,0.9,0.5,0.0,0.3,1.0,2.3
2015,Nate Wolters,Point Guard,23,New Orleans,10,0,10.5,0.8,2.6,0.308,0.0,0.2,0.0,0.8,2.4,0.33299999999999996,0.308,0.1,0.2,0.5,0.6,1.2,1.8,1.1,0.3,0.2,1.0,0.7,1.7
2015,Brandan Wright,Power Forward,27,Dallas,27,0,18.7,3.7,5.0,0.748,0.0,0.0,,3.7,5.0,0.748,0.748,1.3,1.8,0.75,1.9,2.2,4.1,0.4,0.6,1.6,0.5,1.6,8.8
2015,Brandan Wright,Power Forward,27,Boston,8,0,10.8,1.5,2.6,0.5710000000000001,0.0,0.0,,1.5,2.6,0.5710000000000001,0.5710000000000001,0.3,0.5,0.5,0.9,1.3,2.1,1.0,0.1,0.6,0.6,0.5,3.3
2015,Brandan Wright,Power Forward,27,Phoenix,40,7,21.5,3.0,5.2,0.58,0.0,0.1,0.0,3.0,5.1,0.588,0.58,1.0,1.5,0.667,1.8,3.1,4.9,0.6,0.8,1.2,0.4,1.4,7.0
2015,Dorell Wright,Small Forward,29,Portland,48,2,12.3,1.5,4.0,0.379,0.9,2.3,0.38,0.6,1.7,0.37799999999999995,0.48700000000000004,0.7,0.9,0.81,0.3,2.0,2.3,0.9,0.4,0.2,0.4,1.1,4.6
2015,Tony Wroten,Point Guard,21,Philadelphia,30,15,29.8,5.8,14.5,0.40299999999999997,1.2,4.7,0.261,4.6,9.7,0.473,0.446,4.0,6.0,0.667,0.7,2.1,2.9,5.2,1.6,0.3,3.8,2.4,16.9
2015,James Young,Shooting Guard,19,Boston,31,0,10.7,1.2,3.3,0.353,0.5,2.1,0.258,0.6,1.2,0.528,0.436,0.5,0.9,0.552,0.3,1.1,1.4,0.4,0.3,0.1,0.2,0.7,3.4
2015,Nick Young,Shooting Guard,29,Los Angeles Lakers,42,0,23.8,4.1,11.3,0.366,2.0,5.4,0.369,2.2,6.0,0.363,0.45299999999999996,3.1,3.5,0.892,0.4,1.9,2.3,1.0,0.5,0.3,1.0,2.0,13.4
2015,Thaddeus Young,Power Forward,26,Minnesota,48,48,33.4,6.0,13.4,0.451,0.4,1.4,0.292,5.6,12.0,0.469,0.466,1.8,2.7,0.682,1.6,3.5,5.1,2.8,1.8,0.4,1.6,2.4,14.3
2015,Thaddeus Young,Power Forward,26,Brooklyn,28,20,29.6,5.8,11.7,0.495,0.7,1.8,0.38,5.1,9.9,0.516,0.524,1.5,2.5,0.606,1.9,4.1,5.9,1.4,1.4,0.3,1.5,2.0,13.8
2015,Cody Zeller,Center,22,Charlotte,62,45,24.0,2.8,6.0,0.461,0.0,0.0,1.0,2.8,6.0,0.46,0.462,2.0,2.6,0.774,1.6,4.3,5.8,1.6,0.5,0.8,1.0,2.5,7.6
2015,Tyler Zeller,Center,25,Boston,82,59,21.1,4.1,7.5,0.5489999999999999,0.0,0.0,,4.1,7.5,0.5489999999999999,0.5489999999999999,1.9,2.3,0.823,1.8,3.9,5.7,1.4,0.2,0.6,0.9,2.5,10.2
2014,Quincy Acy,Small Forward,23,Toronto,7,0,8.7,0.9,2.0,0.429,0.3,0.7,0.4,0.6,1.3,0.444,0.5,0.7,1.1,0.625,0.7,1.4,2.1,0.6,0.6,0.4,0.3,1.1,2.7
2014,Quincy Acy,Small Forward,23,Sacramento,56,0,14.0,1.1,2.3,0.47200000000000003,0.0,0.2,0.2,1.0,2.1,0.496,0.48,0.5,0.8,0.667,1.2,2.4,3.6,0.4,0.3,0.4,0.5,2.0,2.7
2014,Steven Adams,Center,20,Oklahoma City,81,20,14.8,1.1,2.3,0.503,0.0,0.0,,1.1,2.3,0.503,0.503,1.0,1.7,0.581,1.8,2.3,4.1,0.5,0.5,0.7,0.9,2.5,3.3
2014,Jeff Adrien,Power Forward,27,Charlotte,25,0,10.2,0.9,1.6,0.55,0.0,0.0,,0.9,1.6,0.55,0.55,0.5,1.0,0.52,1.3,2.2,3.5,0.3,0.3,0.6,0.3,1.4,2.3
2014,Jeff Adrien,Power Forward,27,Milwaukee,28,12,25.2,4.3,8.4,0.515,0.0,0.0,,4.3,8.4,0.515,0.515,2.3,3.4,0.67,2.5,5.3,7.8,1.1,0.6,0.8,1.1,2.6,10.9
2014,Arron Afflalo,Shooting Guard,28,Orlando,73,73,35.0,6.4,13.8,0.45899999999999996,1.8,4.1,0.42700000000000005,4.6,9.7,0.473,0.522,3.8,4.6,0.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2
2014,Alexis Ajinca,Center,25,New Orleans,56,30,17.0,2.4,4.4,0.546,0.0,0.0,0.0,2.4,4.4,0.5479999999999999,0.546,1.0,1.2,0.836,1.7,3.3,4.9,0.7,0.4,0.8,1.1,3.3,5.9
2014,Cole Aldrich,Center,25,New York,46,2,7.2,0.7,1.3,0.541,0.0,0.0,,0.7,1.3,0.541,0.541,0.6,0.7,0.867,0.8,2.0,2.8,0.3,0.2,0.7,0.4,0.9,2.0
2014,LaMarcus Aldridge,Power Forward,28,Portland,69,69,36.2,9.4,20.6,0.45799999999999996,0.0,0.2,0.2,9.4,20.4,0.461,0.45899999999999996,4.3,5.2,0.8220000000000001,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2
2014,Lavoy Allen,Power Forward,24,Philadelphia,51,2,18.8,2.3,5.2,0.44,0.0,0.3,0.154,2.3,5.0,0.455,0.444,0.5,0.8,0.675,2.1,3.4,5.4,1.3,0.4,0.5,0.8,2.3,5.2
2014,Lavoy Allen,Power Forward,24,Indiana,14,0,8.0,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,0.4,0.7,0.6,0.9,1.5,2.4,0.4,0.1,0.4,0.3,0.8,2.9
2014,Ray Allen,Shooting Guard,38,Miami,73,9,26.5,3.3,7.4,0.442,1.6,4.2,0.375,1.7,3.2,0.53,0.5489999999999999,1.4,1.6,0.905,0.3,2.5,2.8,2.0,0.7,0.1,1.2,1.6,9.6
2014,Tony Allen,Shooting Guard,32,Memphis,55,28,23.2,3.7,7.5,0.494,0.2,0.9,0.23399999999999999,3.5,6.7,0.527,0.507,1.4,2.2,0.628,1.4,2.3,3.8,1.7,1.6,0.3,1.6,2.2,9.0
2014,Al-Farouq Aminu,Small Forward,23,New Orleans,80,65,25.6,2.9,6.2,0.474,0.2,0.6,0.271,2.8,5.6,0.496,0.48700000000000004,1.1,1.7,0.664,1.6,4.6,6.2,1.4,1.0,0.5,1.1,1.8,7.2
2014,Lou Amundson,Power Forward,31,New Orleans,18,0,10.2,0.9,1.8,0.5,0.0,0.0,,0.9,1.8,0.5,0.5,0.3,1.3,0.25,1.6,1.5,3.1,0.3,0.5,0.6,0.8,2.7,2.1
